Name,Symbol,Price Usd,Volume24h,Volume30d,MarketCap,Dominance,YtdPriceChangePercentage,cmcRank,marketPairCount,circulatingSupply,totalSupply
BOX,BOX,0.031760896,51908.79103,1587662.782,0,0,4.3946,4047,1,0,1000000000
Australian Safe Shepherd,ASS,8.25E-10,51901.85496,1041518.358,0,0,40.4536,4048,17,0,1.00E+16
Wrapped LUNA Classic,WLUNC,0.000169994,51758.29217,1672066.788,0,0,13.8221,4050,81,0,0
Ndau,NDAU,10.71839121,51632.87541,1537481.903,0,0,6.7048,4051,4,0,0
Poollotto.finance,PLT,2.673813425,51518.2264,1551890.809,0,0,-3.5737,4052,9,0,19272000
HotMoon Token,HOTMOON,2.25E-09,51416.82688,1460082.642,0,0,0.3055,4053,8,0,1.71904E+13
WB-Mining,WBM,0.071330333,51374.23075,1473130.952,0,0,-55.5837,4054,3,0,16333658.97
RamenSwap,RAMEN,0.003029785,51373.09996,1446178.273,0,0,8.2236,4055,10,0,0
Onigiri Neko,ONIGI,0.0323523,51314.63598,1529032.485,0,0,0,4056,1,0,111111111
SmartNFT,SMARTNFT,7.73E-05,51255.365,1529955.973,0,0,-4.7325,4057,2,0,1000000000
Chainflix,CFXT,0.000524115,51184.8083,1381009.343,0,0,-7.3748,4058,2,0,0
OPX Finance,OPX,3.257875391,51145.95372,1566427.005,0,0,117.5649,4059,4,0,833333
PUBLISH,NEWS,0.011888063,51090.35017,1495793.531,0,0,-25.7711,4060,3,0,10000000000
DogPad Finance,DOGPAD,1.87E-06,51062.96477,1492033.894,0,0,0,4061,1,0,1E+12
MinerJoe,GOLD,0.007059985,51022.15894,1609075.198,0,0,123.0977,4062,2,0,10389
Starchi,ELIXIR,0.002116757,50995.2307,1601501.246,0,0,107.8216,4063,8,0,0
Akt.io,AKTIO,0.369910095,50936.83592,1463912.874,0,0,-46.5283,4064,2,0,100000000
Galaxy Arena Metaverse,ESNC,0.213705451,50916.26988,1637605.26,0,0,1733.3733,4065,3,0,1000000000
OUSE Token,OUSE,2.89E-06,50880.16774,1615989.145,0,0,-3.2354,4066,6,0,34956541
ANTIS INU,ANTIS,6.95E-06,50810.75598,1516272.869,0,0,49.0807,4067,4,0,50000000000
Metapad,MPD,0.007052479,50802.98103,1651642.282,0,0,29.3994,4068,6,0,100000000
BitDiamond,BTDMD,0.007348759,50773.95579,1555088.6,0,0,46.9106,4069,4,0,0
SonoCoin,SONO,0.009702164,50706.21039,1422338.844,0,0,94.4905,4070,5,0,127957897
Helkin,HK,0.026792965,50647.01127,1556051.2,0,0,51.7269,4071,5,0,0
XSwap Treasure,XTT,0.000924206,50640.58657,1381457.147,0,0,4.6989,4072,1,0,1384338057
Daddy Doge,DADDYDOGE,2.83E-09,50601.82259,1499536.464,0,0,31.2266,4073,10,0,0
Hungarian Vizsla Inu,HVI,6.46E-14,50551.01828,1536213.498,0,0,38.3386,4074,18,0,0
GridZone.io,ZONE,0.06592453,50483.2689,1604563.894,0,0,108.8467,4075,2,0,9801408.982
iAssets,ASSET,2.10E-07,50328.73593,1636436.776,0,0,19.6006,4076,2,0,5E+11
Parasol Finance,PSOL,0.020524537,50311.25625,1605621.124,0,0,-3.3912,4077,3,0,21000000
MarsRise,MARSRISE,8.31E-10,50297.63862,1436074.8,0,0,21.4989,4078,8,0,1E+15
Australian Crypto Coin Green,ACCG,0.000602714,50255.36487,206422406.8,0,0,0,4079,1,0,1E+15
Octus Bridge,BRIDGE,1.763195599,50226.31133,1500396.178,0,0,243.5893,4081,1,0,13984347
Holdex Finance,HOLDEX,0.001480792,50226.36906,1626833.792,0,0,-25.9627,4080,9,0,100000000
Astroport Classic,ASTROC,0.003707443,50168.77393,1399121.723,0,0,-22.3102,4082,6,0,1000000000
Strite,STRI,0.003501006,50147.78792,1577918.225,0,0,-53.904,4083,6,0,4519324.763
Notional Finance,NOTE,0.255641831,50034.84021,1401153.538,0,0,78.3157,4084,9,0,100000000
Holonus,HLN,0.000519276,49970.6254,1615679.011,0,0,-61.443,4085,1,0,3300000000
UniWorld,UNW,0.00071872,49872.09969,1527914.192,0,0,-0.0583,4086,5,0,1000000000
Djed,DJED,1.02812937,49725.66852,1452550.98,0,0,0,4087,3,0,1E+12
Myteamcoin,MYC,3.64E-06,49687.8398,1426645.329,0,0,-96.567,4088,3,0,0
Ruby Currency,RBC,2.479831937,49601.79636,1374646.549,0,0,27.1645,4089,4,0,300000000
New World Order,STATE,3.64E-08,49559.44536,1629774.955,0,0,67.4151,4090,28,0,1.00E+16
PlaceWar,PLACE,0.001588762,49371.56858,1501801.145,0,0,75.8679,4091,13,0,0
Moonpot,POTS,0.011366087,49159.90676,1354953.337,0,0,109.2126,4093,27,0,10000000
QoWatt,QWT,0.023069688,49168.21934,1344815.631,0,0,200.0807,4092,1,0,444000000
Proof Of Memes,POM,0.002286772,49111.50952,1412961.632,0,0,-63.4004,4094,2,0,1000000000
PoolTogether,POOL,1.502303108,48898.83651,1125981.04,0,0,299.0802,4095,15,0,10000000
Stake DAO CRV,SDCRV,1.103067538,48826.38175,1519718.527,0,0,112.5952,4096,3,0,22975526
UncleMine,UM,0.000528301,48726.96815,1570425.863,0,0,-54.0778,4097,3,0,1000000000
Vector Finance,VTX,0.178675941,48721.25426,1569703.559,0,0,189.1603,4098,5,0,30093957
Escrowed Illuvium 2,SILV2,47.36795054,48603.60825,1531081.766,0,0,0,4099,2,0,0
Avocado DAO Token,AVG,0.044654176,48602.63845,1489256.656,0,0,29.5437,4100,11,0,1000000000
Attack Wagon,ATK,0.001536921,48572.53114,1556655.909,0,0,-0.6322,4101,10,0,1000000000
Canadian Inuit Dog(NEW),CADINU,1.49E-06,48546.19558,1549914.846,0,0,-32.0649,4102,5,0,3.20393E+11
Space Corsair Key,SCK,0.045573808,48519.10415,1529808.764,0,0,178.8575,4103,3,0,11002500
Acquire.Fi,ACQ,0.026289619,48499.86487,1585078.235,0,0,0.1336,4104,6,0,3900000
tehBag,BAG,0.002012698,48493.90429,1439033.712,0,0,0,4105,1,0,984771628.5
NeoFi,NEOFI,0.001445576,48404.85113,1592649.433,0,0,3.4542,4106,2,0,350000000
Futureswap,FST,0.116789653,48351.41663,1548343.728,0,0,9.9794,4107,18,0,3481138.869
Smart Block Chain City,SBCC,0.062193875,48280.36747,1304505.005,0,0,-41.857,4108,4,0,3000000000
GOAL token,GOAL,0.223349828,48273.89239,1513356.184,0,0,-16.7901,4109,4,0,10000000
Credefi,CREDI,0.00143572,48180.20046,1479245.598,0,0,28.9195,4110,2,0,1000000000
KaraStar,KARA,0.004450993,48137.98412,1066120.644,0,0,52.7256,4111,8,0,323000000
Doge Eat Doge,OMNOM,1.44E-09,48036.09761,1532971.264,0,0,-12.6044,4112,12,0,1E+15
Novatoken,NVT,0.003324325,47947.91351,1533877.521,0,0,0,4113,2,0,1.00493138
ISKRA Token,ISK,0.280065608,47937.97275,1631228.996,0,0,23.6967,4114,3,0,1000000000
ClearDAO,CLH,0.004794717,47865.68125,1503363.461,0,0,54.699,4115,8,0,625357143
Global Digital Content,GDC,0.000596333,47831.1785,1405481.193,0,0,135.7774,4116,5,0,4765815836
Magpie,MGP,0.009007618,47754.74587,1568584.603,0,0,-7.4927,4117,3,0,1000000000
Amgen,AMG,1.080140973,47551.3908,1314302.055,0,0,-3.5205,4118,3,0,99000000
Wrapped Telos,WTLOS,0.188808275,47495.15246,1376977.016,0,0,65.4713,4119,20,0,0
Rake Finance,RAK,3.64881403,47460.93178,1335998.267,0,0,3.8685,4120,4,0,7500
Shila Inu,SHIL,4.39E-07,47445.72949,1498781.205,0,0,0,4121,1,0,1E+12
YouCoin Metaverse,UCON,161.7114515,47338.44228,1511726.742,0,0,15.2243,4122,2,0,0
PIBBLE,PIB,0.00033771,47319.68706,1364593.439,0,0,46.5039,4123,7,0,30000000000
Moonwell Apollo,MFAM,0.001654273,47282.32149,1471177.284,0,0,38.3625,4124,9,0,1000000000
Nation3,NATION,879.9783407,47228.01565,1456395.23,0,0,44.4574,4125,12,0,42069
CoinsPaid,CPD,0.02600162,47220.59972,1487460.533,0,0,-10.7307,4126,26,0,800000000
xx network,XX,0.224650118,47139.97553,1360930.608,0,0,72.1987,4127,2,0,999882351
Zeptacoin,ZPTC,0.026571047,47092.49437,1390995.442,0,0,20.8332,4128,5,0,50000000
Pesabase,PESA,0.068921726,47079.79787,1468454.223,0,0,54.8173,4129,3,0,60000000
Solyard Finance,YARD,0.000201907,46998.78811,1286037.892,0,0,69.1536,4130,3,0,0
Voice Token,VOICE,242.655826,46960.38249,1501529.5,0,0,247.7544,4131,1,0,0
CumInu,CUMINU,0.000284341,46952.9826,1472432.57,0,0,186.7583,4132,2,0,0
Bit Hotel,BTH,0.002010883,46923.19008,1327758.241,0,0,-22.6732,4133,9,0,1000000000
Galaxy Finance,GLF,0.80818544,46817.64553,1368292.115,0,0,-31.3334,4134,4,0,10000000
KAKA NFT World,KAKA,0.000917411,46692.74132,1373791.973,0,0,-66.068,4135,7,0,100000000
ROND,ROND,0.007553783,46601.67356,1511105.704,0,0,-27.1596,4136,13,0,1E+12
Asva,ASVA,0.015765768,46557.60222,1477455.578,0,0,54.8722,4137,4,0,90000000
TURBOCHAIN,TBC,0.060901089,46537.17076,1509205.488,0,0,-54.4567,4138,2,0,2847019092
Solice,SLC,0.005928894,46503.33745,1462193.033,0,0,-13.352,4139,12,0,400000000
Interport Token,ITP,1.649389396,46269.32186,1478798.886,0,0,50.2237,4140,2,0,150000000
Infinity Skies,ISKY,0.003007172,46138.22139,1356474.626,0,0,-5.203,4141,11,0,0
Hikari Protocol,HIKARI,0.001407986,45938.74527,1313667.006,0,0,0,4142,1,0,1000000000
CrowdSwap,CROWD,0.075417729,45918.91463,1481744.006,0,0,-33.0517,4143,5,0,929000000
Battle For Giostone,BFG,0.05836049,45891.24086,1476737.867,0,0,-0.164,4144,2,0,150000000
PLT,PLT,0.1013026,45827.28509,1304887.048,0,0,88.3528,4145,2,0,403685760
Ankr Staked BNB,ankrBNB,331.617387,45710.38345,1375049.025,0,0,31.4292,4146,7,0,0
AEN Smart Token,AENS,0.021751712,45683.26058,1300202.32,0,0,3.481,4147,5,0,4000000000
Egoras Credit,EGC,6.604473422,45678.04143,1266035.742,0,0,-15.1707,4148,1,0,500000
Bombcrypto Coin,BOMB,0.048678116,45603.67212,1404723.028,0,0,177.9784,4149,7,0,100000000
GoMeat,GOMT,0.60409177,45479.98162,1280510.655,0,0,17.6556,4150,2,0,5000000
1Move,1MT,0.191092364,45461.95102,1363826.514,0,0,2.9765,4151,2,0,0
Metababy,BABY,0.027403059,45399.5689,1373703.823,0,0,64.5611,4152,2,0,1000000000
Metafluence,METO,0.001569835,45168.21665,1602836.698,0,0,-3.9107,4153,6,0,5000000000
Supreme Finance,HYPES,0.004330966,45158.40225,1300110.029,0,0,23.78,4154,1,0,5000000000
Calo,CALO,0.007317422,45157.20708,1356655.906,0,0,-7.0894,4155,10,0,500000000
99Starz,STZ,0.06239326,45101.23155,3434119.896,0,0,28.6577,4156,32,0,10927316
Heroes & Empires,HE,0.003842238,45079.21661,1586458.242,0,0,4.1404,4157,18,0,977427250
Doge Protocol,DOGEP,5.51E-08,45052.44736,1382007.523,0,0,23.124,4158,5,0,1E+14
IRON Titanium Token,TITAN,4.74E-08,44821.83599,1345292.33,0,0,91.9447,4159,49,0,0
UkraineDAO Flag NFT,LOVE,0.1591255,44804.53462,1377579.02,0,0,-6.959,4160,6,0,2311203
Emp Money,EMP,0.093204775,44720.64117,1243084.168,0,0,-20.6196,4161,9,0,6042439
B.Protocol,BPRO,1.006494327,44694.76761,1441379.017,0,0,1.2613,4162,11,0,2194432
Vesta Finance,VSTA,0.556879927,44681.81739,1404050.305,0,0,79.0167,4163,16,0,100000000
StarSharks SEA,SEA,0.00511243,44679.53982,1389659.52,0,0,-10.2392,4164,16,0,0
Sandwich Network,SANDWICH,0.001890273,44676.16164,990601.5185,0,0,-26.8323,4165,4,0,1000000000
Alaya,ATP,0.056453715,44603.18683,1609527.5,0,0,24.1291,4166,7,0,0
Hundred Finance,HND,0.043038721,44581.41645,1210298.929,0,0,172.175,4167,28,0,100000000
Secret,SIE,0.005521494,44415.57613,1289140.805,0,0,3.9163,4168,6,0,0
Duckereum,DUCKER,0.005030367,44360.52939,1294934.528,0,0,20.3147,4169,3,0,100000000
GRN,G,0.019862132,44332.03108,1315679.602,0,0,-32.1906,4171,4,0,1000000000
Super Athletes Token,SAT,0.007314632,44214.404,1277542.538,0,0,23.1384,4172,1,0,5000000000
MM Optimizer (Polygon),MMO,0.171975391,44200.38991,1300967.588,0,0,43.2197,4173,6,0,637487.8329
Funex,FUNEX,0.033024861,44189.03202,1407668.094,0,0,327.8721,4174,6,0,150000000
Vee Finance,VEE,0.000139399,44058.15566,1232997.977,0,0,5.9856,4175,11,0,10000000000
Got Guaranteed,GOTG,0.300967144,43745.77331,1380683.333,0,0,-53.5401,4176,3,0,1800000000
xSUSHI,XSUSHI,1.906925645,43655.11695,1394462.721,0,0,51.8014,4177,18,0,0
Blocto Token,BLT,0.034551724,43495.47008,1018804.245,0,0,30.867,4178,10,0,50000002
Rubidium,RBD,0.062703989,43438.95902,1307779.756,0,0,249.0446,4179,2,0,0
SKY FRONTIER,GSKY,1.79E-09,43312.25659,1398781.578,0,0,349.4905,4180,5,0,1E+15
DracooMaster,BAS,0.039094115,43245.32652,1283481.499,0,0,14.2623,4181,4,0,22092253
Paladin,PAL,0.195922272,43235.60338,1303335.066,0,0,-2.0663,4182,7,0,50000000
Axl Inu,AXL,0.000123103,43165.13046,948188.1397,0,0,18.8052,4183,15,0,70352764893
HebeBlock,HEBE,0.010104254,43162.84314,1345234.137,0,0,31.6749,4184,3,0,500000000
HALO network,HO,0.184416117,42791.7268,1333170.77,0,0,-55.9232,4185,5,0,12186510
Marginswap,MFI,0.023368541,42667.62877,1273153.909,0,0,-18.2496,4186,7,0,10000000
Infinite Launch,ILA,0.002698971,42593.80866,1340962.81,0,0,-0.4785,4187,5,0,992536867
DefiDollar DAO,DFD,0.008298851,42564.24984,1402131.291,0,0,-20.8882,4188,7,0,100000000
BITCOLOJIX,BTCIX,0.882164192,42527.49523,1206855.504,0,0,24.337,4189,3,0,80000000
Hati,HATI,5.93E-10,42513.37432,1198211.967,0,0,-12.547,4190,3,0,6.66667E+14
Terra Name Service,TNS,0.003697825,42503.67606,1232468.083,0,0,23.2577,4191,5,0,100000000
Babylons,BABI,0.006596769,42438.91568,1332318.382,0,0,45.9008,4192,14,0,0
Wizarre Scroll,SCRL,0.000101885,42265.68382,1326209.195,0,0,8.3327,4193,3,0,0
French Connection Finance,FCF,7.28E-05,42240.85676,1232586.472,0,0,-4.1593,4194,7,0,90860060268
Dark Energy Crystals,DEC,0.000745327,42186.6794,1158879.406,0,0,32.3469,4195,19,0,1E+12
Yaki Gold,YAG,5.19E-05,42170.29244,1316960.438,0,0,36.1063,4196,10,0,500000000
Universe.XYZ,XYZ,0.002203277,42104.06391,1474845.323,0,0,99.7234,4197,16,0,0
Bee Token,BGC,0.000558491,42053.59704,1271299.008,0,0,-60.3504,4198,3,0,997317955.4
SmartFi,SMTF,0.417093051,42007.14259,1274199.993,0,0,-34.2958,4199,1,0,16894524
GroupDao,GDO,3.02E-08,41748.82324,1229225.401,0,0,-16.5717,4200,4,0,1E+14
SatoshiCity,$CITY,0.000445499,41591.26198,1319544.883,0,0,-8.6436,4202,2,0,0
RunNode,RUN,0.000273549,41577.40963,1155922.059,0,0,-32.16,4203,4,0,1000000000
Baskonia Fan Token,BKN,0.010591255,41596.20687,1314561.256,0,0,61.4968,4201,3,0,100000000
CZodiac Stabletoken,CZUSD,1.00001688,41233.4267,1288970.904,0,0,0.3051,4204,8,0,835827.9803
DeFi Franc,DCHF,1.114159898,41193.05016,1206474.622,0,0,-0.0203,4205,3,0,18232542
Avocado,AVO,9.40E-07,41069.92388,1168929.602,0,0,-63.968,4206,3,0,0
SHIBIC,SHIBIC,5.49E-08,40893.65101,1354703.21,0,0,35.874,4207,5,0,1.11956E+14
Obortech,OBOT,0.02026222,40851.67429,1258289.885,0,0,263.0275,4208,10,0,0
DeHealth,DHLT,0.004125127,40819.18818,1255385.142,0,0,-59.808,4209,4,0,1000000000
Made In Real Life,MIRL,0.001304291,40784.34091,1180417.712,0,0,-6.8742,4210,1,0,100000000
Tongtongcoin,TTC,0.092180565,40774.48858,1259663.016,0,0,70.5994,4211,2,0,1000000000
Alpaca City,ALPA,0.021161932,40721.66804,1313278.536,0,0,22.6611,4212,6,0,0
UniX Gaming,UNIX,0.036924609,40719.46088,1215814.87,0,0,-23.3069,4213,14,0,209083333
Mammoth,MMT,0.002319436,40662.85342,1331806.489,0,0,-28.1091,4214,3,0,10000000000
The Meebits,NMEEBITS,0.004110917,40620.42127,1102616.923,0,0,61.897,4215,1,0,0
moSOLID,MOSOLID,0.352805949,40570.56392,1267138.476,0,0,0,4216,2,0,0
iStep,ISTEP,1.25E-05,40529.10882,1216551.305,0,0,-3.179,4217,8,0,300000000
IndiGG,INDI,0.12923098,40446.35084,1106468.7,0,0,14.8725,4218,10,0,1000000000
Healium,HLM,0.122588458,40409.64643,1167227.737,0,0,-16.5581,4219,2,0,1000000000
CloudChat,CC,0.000571755,40230.30209,1168391.55,0,0,-20.1592,4220,15,0,10000000000
NVIDIA tokenized stock FTX,NVDA,204.3807786,40165.11724,1154022.814,0,0,20.5847,4221,3,0,0
MoonStarter,MNST,0.005722929,40140.40299,1118607.825,0,0,58.3594,4222,5,0,200000000
Flag Media,FLAG,3.714895939,40106.38385,1132802.377,0,0,-75.4875,4223,8,0,37000000
Punk Panda Messenger,PPM,0.073746132,39928.51531,1261104.792,0,0,0.3347,4224,1,0,100515200
CeBioLabs,CBSL,0.055454265,39526.97363,1120796.262,0,0,13.577,4225,6,0,100000000
BitoPro Exchange Token,BITO,0.052102933,39490.64775,1157237.085,0,0,-0.9249,4226,4,0,0
Mondo Community Coin,MNDCC,0.045745561,39424.04366,1201582.614,0,0,-4.6615,4227,3,0,180000000
BOT,BOT,0.003617322,39276.33901,1254846.522,0,0,50.7682,4228,4,0,947478198
Luna Inu,LINU,1.08E-09,39262.42821,1205590.304,0,0,58.1976,4229,6,0,0
Relay Token,RELAY,0.735437316,39226.93515,1104833.713,0,0,536.9971,4231,21,0,0
Squirt Game,SQUIRT,1.42E-10,39222.51038,1071794.066,0,0,-2.0169,4232,3,0,1E+15
Bodrumspor Fan Token,BDRM,0.017642241,39239.71086,1064979.634,0,0,45.8825,4230,2,0,48000000
CargoX,CXO,0.169314291,38999.91196,1168473.507,0,0,1.2086,4233,14,0,215119015.6
Humanize,$HMT,0.004541013,38904.44193,1157592.918,0,0,-33.0817,4234,1,0,2.5E+11
Blueshift,BLUES,0.071956053,38835.53708,1149200.744,0,0,31.8283,4235,1,0,0
Blockasset,BLOCK,0.065114013,38792.53927,1273507.331,0,0,181.4622,4236,6,0,320000000
LOGOS,LOG,0.115025662,38790.45906,1188261.397,0,0,-17.2222,4237,2,0,200000000
Stabilize,STBZ,0.852875917,38626.52336,1199587.81,0,0,1412.99,4238,2,0,212962.9633
Sheesha Finance [ERC20],SHEESHA,10.44910212,38625.05318,1116695.024,0,0,52.1077,4239,3,0,100000
OSK,OSK,1.477924777,38517.43748,1072460.688,0,0,-72.8549,4240,14,0,0
SolDoge,SDOGE,2.30E-05,38482.87396,1065342.855,0,0,14.3312,4241,4,0,0
ShibElon,SHIBELON,8.25E-07,38428.53301,1189427.511,0,0,119.9658,4242,8,0,1E+12
Global AEX Token,GAT,0.009902209,38428.11243,1039015.061,0,0,-17.811,4243,3,0,0
Stargaze,STARS,0.026904372,38367.52818,1028926.034,0,0,17.8212,4244,3,0,999999503
CFX Quantum,CFXQ,0.00345642,38282.73431,1159796.912,0,0,10.7999,4245,3,0,520050000
XCF Token,XCF,0.013294112,38194.51331,1087478.65,0,0,798.5277,4246,4,0,1500000000
Drawshop Kingdom Reverse,JOY,0.019335977,38059.94597,802438.5525,0,0,6.5191,4247,4,0,1000000000
Ardana,DANA,0.004991301,38047.22318,1157693.856,0,0,-39.5156,4248,6,0,125000000
ExchangeCoin,EXCC,0.003664092,37996.48758,1157438.269,0,0,54.3426,4249,5,0,0
Elk Finance,ELK,0.160386527,37856.53296,1146905.784,0,0,50.6569,4250,90,0,4242424
JP,JP,0.000649865,37783.06866,1107594.618,0,0,0,4251,1,0,3000000000
Reltime,RTC,2.01E-05,37661.46927,1229234.449,0,0,-83.2774,4252,2,0,0
UNITED EMIRATE DECENTRALIZED COIN.,UEDC,0.007496507,37635.23333,1051653.523,0,0,5.652,4253,4,0,20000000
Mad USD,MUSD,0.895963513,37580.95938,1110852.548,0,0,15.6398,4254,11,0,84700000
TeraBlock,TBC,0.005243132,37545.61484,1139423.709,0,0,24.3119,4255,5,0,400000000
Xi Token,XI,0.019372522,37533.98241,1011160.614,0,0,0,4256,6,0,1000000000
Don't Buy Inu,DBI,0.003041466,37437.63629,1166351.88,0,0,7.5584,4257,10,0,1448127000
SOULS OF META,SOM,0.000336748,37277.90162,1035533.548,0,0,-42.4318,4258,2,0,3000000000
Kawakami,KAWA,3.04E-07,37270.03541,1055417.021,0,0,44.5457,4259,5,0,1E+12
Game Fantasy Token,GFT,0.16607038,37156.18925,1127710.588,0,0,31.6607,4260,8,0,725600
MTG Token,MTG,0.002541131,37037.86161,1069388.225,0,0,0,4261,5,0,1000000000
KnightSwap,KNIGHT,0.015283854,37014.85435,1123686.284,0,0,-4.2386,4262,10,0,13538856
Airbloc,ABL,0.007543629,36974.34174,1195218.624,0,0,-1.9328,4264,3,0,0
Jito Staked SOL,JITOSOL,24.21322046,36956.85215,1159216.713,0,0,140.1526,4265,5,0,6016
LockTrip,LOC,0.689580645,36982.56945,1128701.433,0,0,12.3661,4263,5,0,18579040.57
Good Person Coin,GPCX,0.001003879,36757.43636,1142040.37,0,0,14.3815,4266,3,0,10000000000
Freela,FREL,0.000183041,36742.77805,1144577.391,0,0,0.0531,4267,3,0,0
Saddle,SDL,0.006558498,36709.88012,1078080.261,0,0,10.2224,4268,5,0,0
GamingShiba,GAMINGSHIBA,1.60E-11,36671.31914,1121735.926,0,0,5.2071,4269,9,0,5.89E+16
Chikn Egg,EGG,0.071607709,36603.37274,1190018.866,0,0,-17.431,4270,5,0,1231334
Kanagawa Nami,OKINAMI,0.00257371,36578.86342,1134076.354,0,0,-9.8534,4271,5,0,1000000000
OneRing,RING,0.026085238,36524.67212,1050914.349,0,0,205.6614,4272,12,0,9532839229
Ecoreal Estate,ECOREAL,0.136530459,36387.87922,1170652.178,0,0,70.5026,4273,5,0,1000000000
Lucidao,LCD,0.024694227,36381.18027,1113271.12,0,0,-15.1304,4274,7,0,880000000
Dot Finance,PINK,0.004508557,36328.31767,976282.0143,0,0,11.6821,4275,8,0,114321562.9
ILUS Coin,ILUS,0.190387824,36327.57439,1128426.774,0,0,31.3346,4276,2,0,0
XETA,X3TA,61.87211869,36270.99586,1071518.524,0,0,-0.355,4277,6,0,21000000
Optimus,OPTCM,0.003105882,36206.96809,1144081.93,0,0,19.3039,4278,5,0,600000000
XIDO FINANCE,XIDO,2.351839598,36114.99113,1051961.053,0,0,4.759,4279,4,0,100000000
Coinscope,COINSCOPE,0.003736247,35977.95204,1112049.638,0,0,27.4382,4280,7,0,0
AI DogeMini,AIDOGEMINI,2.49E-07,35955.8768,1068501.533,0,0,0,4281,1,0,1E+12
4JNET,4JNET,6.86E-10,35752.92799,1095579.603,0,0,30.5899,4282,4,0,1E+15
Bolide,BLID,0.022001689,35723.38759,1016258.144,0,0,5.4117,4283,9,0,9999805166
Lendhub,LHB,0.000802482,35668.83974,969197.3805,0,0,-9.8925,4284,16,0,0
Quontral,QUON,1.095013312,35647.62735,1078470.119,0,0,0,4285,2,0,100000
ZudgeZury,ZZC,5.90E-07,35611.02722,1103027.023,0,0,-44.31,4286,1,0,1E+15
VELOREX,VEX,0.003392559,35608.19497,1081758.936,0,0,33.8312,4287,3,0,500000000
FoxFinanceV2,FOXV2,0.000752252,35561.59659,969630.0098,0,0,-18.6396,4288,5,0,1000000000
Amaze World,AMZE,0.697959926,35556.20186,1005513.751,0,0,-18.3311,4289,3,0,90000000
Survival Game Online,SURV,0.000127028,35506.78899,1027097.87,0,0,0.0531,4290,2,0,0
YoloCash,YLC,0.000816818,35431.39669,1057067.995,0,0,277.8528,4291,5,0,48888888
CaliCoin,CALI,0.01340299,35401.57412,1057279.236,0,0,8.4719,4292,1,0,0
Quarashi,QUA,0.005840832,35312.1036,1108264.244,0,0,26.0955,4293,8,0,700000000
April,APRIL,0.024574581,35236.8731,1072424.102,0,0,-0.9354,4294,6,0,121536265
Terareum,TERA,3.25E-10,35178.51191,1001413.546,0,0,-10.614,4295,8,0,5.00E+16
Max Revive,MAXR,4.50E-05,35151.74216,1051504.381,0,0,-30.7324,4296,3,0,1000000000
PDBC Defichain,DPDBC,11.21101776,35135.79895,952671.4354,0,0,21.6324,4297,1,0,0
Galactic Arena: The NFTverse,GAN,9.88E-05,35064.73547,955440.1304,0,0,15.0904,4298,7,0,568541691
Baby Lovely Inu,BLOVELY,2.50E-09,34963.22254,957770.2169,0,0,25.0301,4299,13,0,1E+14
MetaSwap,MSC,6.555117207,34952.86477,1124348.089,0,0,-4.4678,4300,8,0,100000
Anji,ANJI,0.000102863,34914.81632,961586.3652,0,0,15.301,4301,3,0,10000000000
YodeSwap,YODE,0.035046701,34900.86018,1089019.894,0,0,-69.9105,4302,8,0,32000
Tickr,TICKR,5.46E-05,34827.05634,1145863.297,0,0,0,4303,1,0,10000000000
FUFU,FUFU,0.000547751,34785.82846,1008639.841,0,0,7.3151,4304,4,0,1000000000
DAYSTARTER,DST,0.034707743,34692.38663,952011.9023,0,0,0.2843,4305,1,0,1000000000
pGALA,PGALA,0.000452101,44337.41267,1334044.679,0,0,-59.7651,4170,1,0,0
Comdex,CMDX,0.127382985,34492.59461,1041780.487,0,0,46.8905,4308,3,0,143123413.5
Phuture,PHTR,0.028153681,34501.61508,1052812.381,0,0,43.7007,4306,9,0,100000000
Kingdom,KNDM,2.00E-06,34500.302,980887.379,0,0,0,4307,1,0,4E+11
Bomb Money,BOMB,0.294036319,34482.07037,1117443.206,0,0,-49.4898,4309,8,0,1711266
Ditto Staked Aptos,stAPT,16.2977873,34465.67671,1055622.465,0,0,362.9651,4310,25,0,0
Wild Island Game,WILD,0.000349652,34390.08586,1072931.966,0,0,169.3128,4311,2,0,90507000
Rebel Bots,RBLS,0.156956534,34325.03917,906581.0265,0,0,165.8729,4312,11,0,59283090
Shanum,SHAN,0.005955374,34129.72442,946727.9575,0,0,876.5918,4314,3,0,1000000000
MetaWear,WEAR,0.001531539,34159.18453,1068112.055,0,0,-7.4142,4313,9,0,5000000000
Acria.AI,ACRIA,0.075483484,34059.54058,931655.2315,0,0,-1.4504,4315,2,0,140000000
Natiol Infinity,NAI,0.000920205,34043.60851,1039748.731,0,0,-36.7362,4316,2,0,10000000000
MetaRuffy,MR,8.58E-06,34010.94547,1271808.262,0,0,87.6955,4317,12,0,2.3713E+11
Matchcup,MATCH,0.000484804,33833.26769,965922.3155,0,0,0.7595,4318,3,0,100000000
UnityMeta,UMT,931.7852343,33746.93609,964630.6662,0,0,0,4319,2,0,98810
Andus Chain,DEB,0.009975791,33734.20491,996339.6569,0,0,43.7938,4320,3,0,0
ECLAT,ELT,0.631576101,33728.53298,1001731.811,0,0,6.6879,4321,2,0,100000000
HalfPizza,PIZA,3.14E-05,33639.96791,1019921.528,0,0,119.1632,4322,21,0,10000000000
Recovery Right Token,RRT,0.66,33603.05502,1023310.404,0,0,-19.5122,4323,1,0,0
